Word	VerbType	Transivity	Tense	Aspect	Person	Phrasal	IsInfinitive	howCommon	commonRank	baseForm
overballast	--	Transitive	--	--	N/A	No	null	-1.0	-1	ballast	false
interwrap	--	Intransitive	--	--	N/A	No	null	-1.0	-1	interwrap	false
itch	--	Intransitive	--	--	N/A	No	null	1.29E-4	26136	itch	false
quantifying	--	Transitive	Present	--	N/A	No	null	7.7E-5	34497	quantifie	false
sensing	--	--	Present	--	N/A	No	null	4.92E-4	11789	sense	false
reinvoke	--	Transitive	--	--	N/A	No	null	-1.0	-1	invoke	false
varnish	--	Transitive	--	--	N/A	No	null	3.72E-4	14043	varn	false
oozed	--	--	Past	--	N/A	No	null	8.1E-5	33508	ooz	false
convoke	--	Transitive	--	--	N/A	No	null	-1.0	-1	convoke	false
asperse	--	Transitive	--	--	N/A	No	null	-1.0	-1	asperse	false
awe	--	Transitive	--	--	N/A	No	null	5.55E-4	10953	awe	false
unlived	--	Transitive	Past	--	N/A	No	null	-1.0	-1	unl	false
unmoisten	--	Transitive	--	--	N/A	No	null	-1.0	-1	unmo	false
gate-crash	--	--	--	--	N/A	No	null	-1.0	-1	gate-crash	false
retraded	--	--	Past	--	N/A	No	null	-1.0	-1	retrade	false
presignify	--	--	--	--	N/A	No	null	-1.0	-1	presignify	false
mispractising	--	--	Present	--	N/A	No	null	-1.0	-1	mispractise	false
yank	--	tran=np+cplxtran=np,advbl	--	--	N/A	No	null	7.0E-5	36029	yank	false
creolize	--	Transitive	--	--	N/A	No	null	-1.0	-1	creol	false
unsphered	--	Transitive	Past	--	N/A	No	null	-1.0	-1	sphere	false
pledged	--	--	Past	--	N/A	No	null	7.81E-4	8662	pledg	false
basset	--	--	--	--	N/A	No	null	4.1E-5	46951	basset	false
podzolized	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	podzole	false
loosen	--	Transitive	--	--	N/A	No	null	2.55E-4	17753	loos	false
outblown	--	Transitive	--	--	N/A	No	null	-1.0	-1	outblown	false
cart	--	Transitive	--	--	N/A	No	null	0.001042	7122	cart	false
axe	--	Transitive	--	--	N/A	No	null	8.32E-4	8288	axe	false
capsizing	--	--	Present	--	N/A	No	null	2.1E-5	63577	cap	false
deforce	--	Transitive	--	--	N/A	No	null	-1.0	-1	deforce	false
remilitarized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	remilitare	false
cast	--	Intransitive	--	--	N/A	No	null	0.004504	2359	cast	false
greaten	--	--	--	--	N/A	No	null	-1.0	-1	great	false
subscribed	--	--	Past	--	N/A	No	null	2.3E-4	18845	scribe	false
transshift	--	--	--	--	N/A	No	null	-1.0	-1	shift	false
cash	--	Transitive	--	--	N/A	No	null	0.009036	1203	cash	false
loosed	--	--	Past	--	N/A	No	null	7.6E-5	34699	loos	false
case	--	Transitive	--	--	N/A	No	null	0.045542	194	case	false
rivalling	--	--	--	--	N/A	No	null	2.8E-5	55717	rival	false
nark	--	Ambitransitive	--	--	N/A	No	null	2.5E-5	57964	nark	false
undersurface	--	Intransitive	--	--	N/A	No	null	-1.0	-1	surface	false
item	--	Transitive	--	--	N/A	No	null	0.003976	2620	item	false
overalcoholizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	overalcohole	false
educe	--	Transitive	--	--	N/A	No	null	-1.0	-1	educe	false
reveled	--	--	Past	--	N/A	No	null	-1.0	-1	revele	false
reconvert	--	Transitive	--	--	N/A	No	null	-1.0	-1	convert	false
rally round	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	rally	false
pretypify	--	Transitive	--	--	N/A	No	null	-1.0	-1	pretypify	false
cackled	--	--	Past	--	N/A	No	null	5.9E-5	39322	cackl	false
carp	--	Intransitive	--	--	N/A	No	null	4.5E-4	12451	carp	false
miter	--	tran=np	--	--	N/A	No	null	-1.0	-1	mite	false
desiccate	--	Transitive	--	--	N/A	No	null	-1.0	-1	desiccate	false
muddle through	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	muddle	false
cark	--	--	--	--	N/A	No	null	-1.0	-1	cark	false
displease	--	tran=np	--	--	N/A	No	null	2.8E-5	55100	displease	false
card	--	Transitive	--	--	N/A	No	null	0.006037	1793	card	false
care	--	Intransitive	--	--	N/A	No	null	0.026204	354	care	false
preconsent	--	Intransitive	--	--	N/A	No	null	-1.0	-1	con	false
annunciating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	annunciat	false
hold down	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	hold down	false
unclogged	--	Transitive	Past	--	N/A	No	null	-1.0	-1	clog	false
hocus-pocusing	--	--	Present	--	N/A	No	null	-1.0	-1	hocus-pocuse	false
localized	--	--	Past	--	N/A	No	null	2.21E-4	19322	locale	false
exercise	--	Intransitive	--	--	N/A	No	null	0.009115	1187	exercise	false
preconceiving	--	Transitive	Present	--	N/A	No	null	-1.0	-1	preconceiv	false
reoperated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	operate	false
scrounge	--	tran=np+ditran=np+pphr(off+np)	--	--	N/A	No	null	3.1E-5	53822	scrounge	false
exhilarated	--	Transitive	Past	--	N/A	No	null	7.3E-5	35372	exhilarate	false
scrape	--	Ambitransitive	--	--	N/A	No	null	3.78E-4	13920	scrape	false
indoctrinate	--	Transitive	--	--	N/A	No	null	1.3E-5	77753	indoctrinate	false
desalinating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	desalinate	false
horseshoeing	--	--	Present	--	N/A	No	null	-1.0	-1	horseshoe	false
civilize	--	Transitive	--	--	N/A	No	null	1.4E-5	76355	civile	false
burthen	--	--	--	--	N/A	No	null	-1.0	-1	burth	false
deodorize	--	Transitive	--	--	N/A	No	null	-1.0	-1	deodore	false
outstepping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outstep	false
display	--	Transitive	--	--	N/A	No	null	0.006559	1656	display	false
gnar	--	Intransitive	--	--	N/A	No	null	-1.0	-1	gnar	false
pressured	--	--	Past	--	N/A	No	null	1.16E-4	27790	pressure	false
reinspired	--	--	Past	--	N/A	No	null	-1.0	-1	inspire	false
exfoliate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	exfoliate	false
gnaw	--	Transitive	--	--	N/A	No	null	4.2E-5	46310	gnaw	false
aggravate	--	Transitive	--	--	N/A	No	null	1.04E-4	29488	aggravate	false
rapping	--	--	Present	--	N/A	No	null	6.1E-5	38771	rap	false
yarn	--	Intransitive	--	--	N/A	No	null	9.23E-4	7763	yarn	false
philanthropise	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	philanthropise	false
chimneyed	--	--	Past	--	N/A	No	null	-1.0	-1	chimneye	false
masticating	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	masticate	false
syllabized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	syllabe	false
toe-danced	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	toe	false
disenable	--	Transitive	--	--	N/A	No	null	-1.0	-1	disene	false
autograph	--	Transitive	--	--	N/A	No	null	1.89E-4	21098	autograph	false
geologised	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	geologise	false
overmanaging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	manage	false
alleviate	--	Transitive	--	--	N/A	No	null	3.81E-4	13826	alleviate	false
choking	--	--	Present	--	N/A	No	null	3.83E-4	13782	choke	false
endued	--	Transitive	Past	--	N/A	No	null	-1.0	-1	endu	false
preexploded	--	--	Past	--	N/A	No	null	-1.0	-1	explode	false
smitten	--	--	--	--	N/A	No	null	9.0E-5	31809	smitt	false
inarch	--	Transitive	--	--	N/A	No	null	-1.0	-1	arch	false
saluting	--	--	Present	--	N/A	No	null	6.3E-5	38004	salute	false
rediffusing	--	--	Present	--	N/A	No	null	-1.0	-1	diffuse	false
supersimplifying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	supersimplifie	false
tittuping	--	--	Present	--	N/A	No	null	-1.0	-1	tittupe	false
yaup	--	--	--	--	N/A	No	null	-1.0	-1	yaup	false
inwrap	--	--	--	--	N/A	No	null	-1.0	-1	inwrap	false
orate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	orate	false
described	--	Transitive	Past	--	N/A	No	null	0.015612	663	describe	false
kneeling	--	--	--	--	N/A	No	null	3.82E-4	13794	kne	false
revenging	--	--	Present	--	N/A	No	null	-1.0	-1	reveng	false
rogue	--	Transitive	--	--	N/A	No	null	3.19E-4	15511	rogue	false
cave	--	Transitive	--	--	N/A	No	null	0.001342	6003	cave	false
shatter	--	Transitive	--	--	N/A	No	null	1.18E-4	27515	shit	false
decollate	--	tran=np	--	--	N/A	No	null	-1.0	-1	collate	false
pig's ear	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	pig's ear	false
snowshoe	--	--	--	--	N/A	No	null	-1.0	-1	snowshoe	false
scramb	--	Transitive	--	--	N/A	No	null	-1.0	-1	scramb	false
rewired	--	Transitive	Past	--	N/A	No	null	2.2E-5	61649	rewire	false
unraveled	--	--	Past	--	N/A	No	null	-1.0	-1	unravele	false
bye-low	--	Intransitive	--	--	N/A	No	null	-1.0	-1	low	false
cosing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	cose	false
cash up	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	cash	false
outwiggled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outwiggl	false
jellying	--	--	Present	--	N/A	No	null	-1.0	-1	jellie	false
anatomising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	anatomise	false
denigrate	--	tran=np	--	--	N/A	No	null	7.7E-5	34422	denigrate	false
rehypothecating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	hypothecate	false
overselling	--	--	--	--	N/A	No	null	-1.0	-1	oversel	false
insert	--	Transitive	--	--	N/A	No	null	7.67E-4	8800	insert	false
kyanising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	kyanise	false
forbid	--	Transitive	--	--	N/A	No	null	3.2E-4	15489	forbid	false
ask for	--	Intransitive	--	--	N/A	Seperable	null	-1.0	-1	ask	false
undercharging	--	--	Present	--	N/A	No	null	-1.0	-1	undercharg	false
yawp	--	Intransitive	--	--	N/A	No	null	-1.0	-1	yawp	false
gauged	--	--	Past	--	N/A	No	null	1.08E-4	28793	gaug	false
groused	--	--	Past	--	N/A	No	null	-1.0	-1	gre	false
becrawl	--	Transitive	--	--	N/A	No	null	-1.0	-1	becrawl	false
luminescing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	luminesc	false
yawl	--	Intransitive	--	--	N/A	No	null	1.1E-5	84772	yawl	false
barbarize	--	--	--	--	N/A	No	null	-1.0	-1	barbare	false
yawn	--	Intransitive	--	--	N/A	No	null	1.81E-4	21641	yawn	false
increase	--	Ambitransitive	--	--	N/A	No	null	0.017748	570	crease	false
hopped	--	--	Past	--	N/A	No	null	1.78E-4	21868	hop	false
whinnying	--	--	Present	--	N/A	No	null	1.5E-5	74198	whinnie	false
track down	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	track down	false
disproving	--	Transitive	Present	--	N/A	No	null	1.9E-5	66002	disprove	false
reselect	--	Transitive	--	--	N/A	No	null	-1.0	-1	reselect	false
misworship	--	--	--	--	N/A	No	null	-1.0	-1	misw	false
squinnying	--	--	Present	--	N/A	No	null	-1.0	-1	squinnie	false
inhere	--	Intransitive	--	--	N/A	No	null	1.6E-5	71728	inhere	false
unbuckled	--	Transitive	Past	--	N/A	No	null	2.7E-5	56637	unbuckl	false
baa	--	--	--	--	N/A	No	null	1.44E-4	24645	baa	false
bad	--	--	--	--	N/A	No	null	0.016274	627	bad	false
rooing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	roo	false
bag	--	tran=np	--	--	N/A	No	null	0.005617	1917	bag	false
awake	--	Transitive	--	--	N/A	No	null	0.001486	5579	awake	false
ban	--	Transitive	--	--	N/A	No	null	0.003314	3063	b	false
preinfect	--	Transitive	--	--	N/A	No	null	-1.0	-1	infect	false
retrospect	--	Intransitive	--	--	N/A	No	null	4.41E-4	12603	retrospect	false
bar	--	Transitive	--	--	N/A	No	null	0.008426	1292	bar	false
bat	--	tran=np+ditran=np+pphr(to+np);datmvt+cplxtran=np,advbl	--	--	N/A	No	null	0.001148	6690	bat	false
partake	--	Transitive	--	--	N/A	No	null	7.7E-5	34582	partake	false
unsay	--	tran=np	--	--	N/A	No	null	-1.0	-1	say	false
draft	--	Transitive	--	--	N/A	No	null	0.003165	3175	draft	false
unrust	--	Transitive	--	--	N/A	No	null	-1.0	-1	rust	false
pedestaled	--	--	Past	--	N/A	No	null	-1.0	-1	pedestale	false
portend	--	Transitive	--	--	N/A	No	null	1.5E-5	72883	portend	false
bay	--	Intransitive	--	--	N/A	No	null	0.003631	2838	bay	false
chicaned	--	--	Past	--	N/A	No	null	-1.0	-1	chicane	false
posit	--	Transitive	--	--	N/A	No	null	4.9E-5	42965	posit	false
forejudging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	forejudg	false
hyalinize	--	Intransitive	--	--	N/A	No	null	-1.0	-1	hyaline	false
underestimate	--	Transitive	--	--	N/A	No	null	4.05E-4	13315	estimate	false
canceled	--	--	Past	--	N/A	No	null	-1.0	-1	cancele	false
uncanonized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	uncanone	false
submitted	--	--	Past	--	N/A	No	null	0.002319	3998	submit	false
bastinading	--	Transitive	Present	--	N/A	No	null	-1.0	-1	bastinade	false
devitalising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	devitalise	false
deodorise	--	Transitive	--	--	N/A	No	null	-1.0	-1	deodorise	false
bring over	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	bring	false
re-laying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	re-laye	false
barricaded	--	--	Past	--	N/A	No	null	6.0E-5	38969	barricade	false
drail	--	Intransitive	--	--	N/A	No	null	-1.0	-1	drail	false
sponge	--	Ambitransitive	--	--	N/A	No	null	5.18E-4	11414	sponge	false
hesitating	--	Intransitive	Present	--	N/A	No	null	1.27E-4	26378	hesitate	false
start off	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	start	false
drain	--	Ambitransitive	--	--	N/A	No	null	0.001209	6467	drain	false
delimitating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	delimitate	false
backstabbing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	backstab	false
overlive	--	--	--	--	N/A	No	null	-1.0	-1	overl	false
transshaping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	shape	false
knock-on	--	--	--	--	N/A	No	null	-1.0	-1	knock	false
unfeudalised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	feudalise	false
run over	--	Ambitransitive	--	--	N/A	Seperable	null	-1.0	-1	run	false
outring	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	outr	false
obnounced	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	obnounc	false
intercross	--	tran=np+ditran=np+pphr(with+np)	--	--	N/A	No	null	-1.0	-1	cross	false
pregratifying	--	Transitive	Present	--	N/A	No	null	-1.0	-1	pregratifie	false
edulcorated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	edulcorate	false
misreferring	--	--	Present	--	N/A	No	null	-1.0	-1	misrefe	false
hubbing	--	--	Present	--	N/A	No	null	-1.0	-1	hub	false
prewiring	--	Transitive	Present	--	N/A	No	null	-1.0	-1	prewire	false
outecho	--	Transitive	--	--	N/A	No	null	-1.0	-1	outecho	false
practiced	--	--	Past	--	N/A	No	null	2.2E-5	62138	practice	false
bed	--	tran=np	Past	--	N/A	No	null	0.016724	611	b	false
de-emphasized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	de-emphase	false
beg	--	Intransitive	--	--	N/A	No	null	9.3E-4	7715	beg	false
crosscut	--	tran=np	--	--	N/A	No	null	-1.0	-1	crosscut	false
welsh	--	Intransitive	--	--	N/A	No	null	0.004136	2547	welsh	false
bet	--	Ambitransitive	--	--	N/A	No	null	0.002969	3338	bet	false
outstagger	--	Transitive	--	--	N/A	No	null	-1.0	-1	outstag	false
diagramming	--	--	Present	--	N/A	No	null	-1.0	-1	diagram	false
swapping	--	--	Present	--	N/A	No	null	1.75E-4	22137	swap	false
shunned	--	Transitive	Past	--	N/A	No	null	1.36E-4	25503	shun	false
discharge	--	Transitive	--	--	N/A	No	null	0.001611	5245	charge	false
drop away	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	drop away	false
previsit	--	--	--	--	N/A	No	null	-1.0	-1	previsit	false
chrome	--	--	--	--	N/A	No	null	2.03E-4	20264	chrome	false
coprecipitate	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	coprecipitate	false
overjading	--	Transitive	Present	--	N/A	No	null	-1.0	-1	jade	false
financed	--	--	Past	--	N/A	No	null	9.81E-4	7447	financ	false
disabusing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	abuse	false
overcapitalising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	capitalise	false
crepitated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	crepitate	false
dight	--	--	--	--	N/A	No	null	-1.0	-1	dight	false
resumed	--	--	Past	--	N/A	No	null	9.35E-4	7680	resume	false
canalled	--	--	Past	--	N/A	No	null	-1.0	-1	canal	false
miscounselling	--	Transitive	--	--	N/A	No	null	-1.0	-1	counsel	false
dedolomitizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	dedolomite	false
cicatrising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	cicatrise	false
ride down	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	ride	false
logicise	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	logicise	false
reengaging	--	--	Present	--	N/A	No	null	-1.0	-1	reeng	false
consonantising	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	consonantise	false
await	--	Ambitransitive	--	--	N/A	No	null	5.48E-4	11019	await	false
presuggest	--	Transitive	--	--	N/A	No	null	-1.0	-1	presug	false
pullulated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	pullulate	false
Occidentalising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	occidentalise	false
reemitted	--	Transitive	Past	--	N/A	No	null	-1.0	-1	emit	false
instigated	--	Transitive	Past	--	N/A	No	null	1.8E-4	21713	instigate	false
reenunciate	--	--	--	--	N/A	No	null	-1.0	-1	enunciate	false
burlesquing	--	--	Present	--	N/A	No	null	-1.0	-1	burlesqu	false
tugging	--	--	Present	--	N/A	No	null	2.46E-4	18119	tug	false
fraternized	--	--	Past	--	N/A	No	null	-1.0	-1	fratern	false
metallizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	metale	false
hirsled	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	hirsl	false
pyramid	--	Transitive	--	--	N/A	No	null	5.57E-4	10923	pyramid	false
bib	--	--	--	--	N/A	No	null	9.8E-5	30389	bib	false
bid	--	Ambitransitive	--	--	N/A	No	null	0.004109	2565	bid	false
astonish	--	Transitive	--	--	N/A	No	null	2.8E-5	54988	aston	false
begot	--	--	--	--	N/A	No	null	1.2E-5	81688	beget	false
neostyling	--	--	--	--	N/A	No	null	-1.0	-1	neosty	false
privateer	--	Intransitive	--	--	N/A	No	null	2.5E-5	58477	private	false
frustrated	--	--	Past	--	N/A	No	null	0.001101	6860	frustrate	false
intercircle	--	Transitive	--	--	N/A	No	null	-1.0	-1	intercircle	false
mesmerizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	mesmere	false
bin	--	tran=np	--	--	N/A	No	null	0.001061	7021	bin	false
bit	--	Transitive	--	--	N/A	No	null	0.013663	760	bite	false
prefreezing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	prefreez	false
uptorn	--	--	--	--	N/A	No	null	-1.0	-1	tear	false
hyphenising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	hyphenise	false
chaperoning	--	Transitive	Present	--	N/A	No	null	-1.0	-1	chaperone	false
surface	--	Ambitransitive	--	--	N/A	No	null	0.009497	1131	surface	false
disseised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	disseis	false
Sinicized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	sinice	false
cartelize	--	--	--	--	N/A	No	null	-1.0	-1	cartele	false
condensing	--	--	Present	--	N/A	No	null	5.1E-5	42427	condense	false
etiolating	--	--	Present	--	N/A	No	null	-1.0	-1	etiolate	false
begin	--	Ambitransitive	--	--	N/A	No	null	0.007888	1377	begin	false
miscutting	--	--	Present	--	N/A	No	null	-1.0	-1	cut	false
spraddled	--	--	Past	--	N/A	No	null	-1.0	-1	spraddl	false
unrobed	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	robe	false
overwind	--	tran=np	--	--	N/A	No	null	-1.0	-1	overwind	false
rummaging	--	--	Present	--	N/A	No	null	8.4E-5	32931	rum	false
overconcentrating	--	--	Present	--	N/A	No	null	-1.0	-1	concentrate	false
sledge-hammer	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	sledge	false
angle	--	Ambitransitive	--	--	N/A	No	null	0.002606	3665	angle	false
unfeminize	--	Transitive	--	--	N/A	No	null	-1.0	-1	unfemine	false
congregate	--	tran=np	--	--	N/A	No	null	1.19E-4	27427	congregate	false
chrysograph	--	Transitive	--	--	N/A	No	null	-1.0	-1	chrysograph	false
winkling	--	--	--	--	N/A	No	null	-1.0	-1	wink	false
delimitate	--	Transitive	--	--	N/A	No	null	-1.0	-1	delimitate	false
bedevilled	--	Transitive	Past	--	N/A	No	null	7.2E-5	35642	bedevil	false
outrigged	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outrig	false
scrutinise	--	Ambitransitive	--	--	N/A	No	null	8.4E-5	32902	scrutinise	false
buttling	--	Intransitive	--	--	N/A	No	null	-1.0	-1	but	false
glide-bomb	--	Transitive	--	--	N/A	No	null	-1.0	-1	glide-bomb	false
reballoting	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	reballote	false
unfeminise	--	Transitive	--	--	N/A	No	null	-1.0	-1	feminise	false
frizzling	--	--	--	--	N/A	No	null	-1.0	-1	friz	false
breakwater	--	--	--	--	N/A	No	null	6.9E-5	36336	breakwate	false
mislead	--	tran=np+ditran=np+pphr(into+ingcomp:objc)	--	--	N/A	No	null	1.86E-4	21321	lead	false
unsex	--	Transitive	--	--	N/A	No	null	-1.0	-1	sex	false
bragging	--	--	Present	--	N/A	No	null	3.5E-5	50599	brag	false
interinfluenced	--	--	Past	--	N/A	No	null	-1.0	-1	interinfluenc	false
recontact	--	tran=np	--	--	N/A	No	null	-1.0	-1	contact	false
overtimed	--	--	Past	--	N/A	No	null	-1.0	-1	overtime	false
downgrade	--	Transitive	--	--	N/A	No	null	4.4E-5	45241	downgrade	false
overcook	--	Transitive	--	--	N/A	No	null	1.8E-5	68553	cook	false
anger	--	Transitive	--	--	N/A	No	null	0.004084	2575	ang	false
intercharging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	intercharg	false
roger	--	--	--	--	N/A	No	null	0.00271	3554	roge	false
prenecessitating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	necessitate	false
dog-paddled	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	dog	false
redded	--	Transitive	Past	--	N/A	No	null	-1.0	-1	red	false
redden	--	Intransitive	--	--	N/A	No	null	2.7E-5	56159	redd	false
pulverized	--	--	Past	--	N/A	No	null	2.2E-5	62259	pulvere	false
superimply	--	Transitive	--	--	N/A	No	null	-1.0	-1	imp	false
staned	--	--	Past	--	N/A	No	null	-1.0	-1	stane	false
uppercutting	--	--	Present	--	N/A	No	null	-1.0	-1	uppercut	false
beget	--	Transitive	--	--	N/A	No	null	2.3E-5	61132	beget	false
ovewound	--	Transitive	--	--	N/A	No	null	-1.0	-1	ovewound	false
alleviating	--	Transitive	Present	--	N/A	No	null	9.2E-5	31615	alleviat	false
reaccelerated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	accelerate	false
fuelled	--	--	Past	--	N/A	No	null	5.36E-4	11169	fuel	false
bob	--	Intransitive	--	--	N/A	No	null	0.004755	2230	bob	false
enfeebled	--	Transitive	Past	--	N/A	No	null	4.6E-5	44137	enfeeble	false
begem	--	Transitive	--	--	N/A	No	null	-1.0	-1	begem	false
caponising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	caponise	false
logicize	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	logice	false
contriving	--	--	Present	--	N/A	No	null	2.5E-5	58053	contr	false
bowdlerising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	bowdlerise	false
predeliberating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	deliberate	false
impelling	--	Transitive	--	--	N/A	No	null	1.1E-5	84801	impel	false
bop	--	tran=np	--	--	N/A	No	null	8.8E-5	32180	bop	false
