Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
colliding,--,Intransitive,--,--,N/A,No,null
top up,--,Transitive,--,--,N/A,NotSeperable,null
refunction,--,Intransitive,--,--,N/A,No,null
curst,--,--,--,--,N/A,No,null
attempt,--,Transitive,--,--,N/A,No,null
belly ache,--,--,--,--,N/A,NotSeperable,null
baff,--,Intransitive,--,--,N/A,No,null
conciliating,--,Transitive,--,--,N/A,No,null
resicken,--,--,--,--,N/A,No,null
transhipping,--,Ambitransitive,--,--,N/A,No,null
diffusing,--,--,--,--,N/A,No,null
overelaborating,--,--,--,--,N/A,No,null
have out,--,Transitive,--,--,N/A,Seperable,null
reshaken,--,--,--,--,N/A,No,null
made,--,--,--,--,N/A,No,null
hoeing,--,--,--,--,N/A,No,null
recalculating,--,Transitive,--,--,N/A,No,null
wrap up,--,Transitive,--,--,N/A,Seperable,null
abominating,--,Transitive,--,--,N/A,No,null
litigate,--,Intransitive,--,--,N/A,No,null
curry,--,tran=np,--,--,N/A,No,null
bade,--,--,--,--,N/A,No,null
tear down,--,Transitive,--,--,N/A,Seperable,null
tuberculinizing,--,--,--,--,N/A,No,null
unswiveled,--,Transitive,Past,--,N/A,No,null
hoping,--,--,--,--,N/A,No,null
water-skiing,--,Intransitive,--,--,N/A,No,null
sideline,--,Transitive,--,--,N/A,No,null
curse,--,tran=np,--,--,N/A,No,null
brachiating,--,--,--,--,N/A,No,null
capitalised,--,Transitive,Past,--,N/A,No,null
divulged,--,Transitive,Past,--,N/A,No,null
preinvited,--,Transitive,Past,--,N/A,No,null
chipped,--,--,Past,--,N/A,No,null
recrystallising,--,Intransitive,--,--,N/A,No,null
counterbalance,--,Transitive,--,--,N/A,No,null
outshape,--,Transitive,--,--,N/A,No,null
curve,--,Ambitransitive,--,--,N/A,No,null
enrol,--,tran=pphr(in+np)+tran=ascomp:subjc+ditran=np+pphr(in+np)+ditran=pphr(in+np)+pphr(as+cplxtran=np,ascomp:objc,--,--,N/A,No,null
parenthesizing,--,Transitive,--,--,N/A,No,null
cultivating,--,Transitive,--,--,N/A,No,null
overhanging,--,--,--,--,N/A,No,null
uncoil,--,tran=np+tran=pphr(from+np)+ditran=np+pphr(from+np),--,--,N/A,No,null
preciting,--,Transitive,--,--,N/A,No,null
stroy,--,--,--,--,N/A,No,null
outcutting,--,Transitive,--,--,N/A,No,null
strow,--,--,--,--,N/A,No,null
misaddressing,--,Transitive,--,--,N/A,No,null
nurse,--,Ambitransitive,--,--,N/A,No,null
strop,--,tran=np,--,--,N/A,No,null
unthread,--,Transitive,--,--,N/A,No,null
characterized,--,Transitive,Past,--,N/A,No,null
disinflated,--,Transitive,Past,--,N/A,No,null
marsupialized,--,Transitive,Past,--,N/A,No,null
ogle,--,Transitive,--,--,N/A,No,null
dishallow,--,Transitive,--,--,N/A,No,null
pluralize,--,Intransitive,--,--,N/A,No,null
supercool,--,tran=np,--,--,N/A,No,null
mainlined,--,Ambitransitive,Past,--,N/A,No,null
ebonized,--,Transitive,Past,--,N/A,No,null
close in,--,Intransitive,--,--,N/A,Seperable,null
ycleping,--,Transitive,--,--,N/A,No,null
overcolor,--,--,--,--,N/A,No,null
deriving,--,--,--,--,N/A,No,null
preguide,--,Transitive,--,--,N/A,No,null
relet,--,--,--,--,N/A,No,null
bait,--,Ambitransitive,--,--,N/A,No,null
mail,--,Transitive,--,--,N/A,No,null
tuberculinise,--,Ambitransitive,--,--,N/A,No,null
maim,--,Transitive,--,--,N/A,No,null
bail,--,Transitive,--,--,N/A,No,null
hachured,--,--,Past,--,N/A,No,null
preseparated,--,Transitive,Past,--,N/A,No,null
overplying,--,--,--,--,N/A,No,null
strip,--,Intransitive,--,--,N/A,No,null
coextend,--,--,--,--,N/A,No,null
outwriggle,--,Transitive,--,--,N/A,No,null
bemusing,--,Transitive,--,--,N/A,No,null
aminate,--,Transitive,--,--,N/A,No,null
detruded,--,Transitive,Past,--,N/A,No,null
reexpress,--,Transitive,--,--,N/A,No,null
credit,--,Transitive,--,--,N/A,No,null
discountenance,--,Transitive,--,--,N/A,No,null
Bop,--,--,--,--,N/A,No,null
decarbonise,--,Transitive,--,--,N/A,No,null
travesty,--,Transitive,--,--,N/A,No,null
niddle-noddle,--,--,--,--,N/A,No,null
compass,--,Transitive,--,--,N/A,No,null
pettifog,--,--,--,--,N/A,No,null
requoted,--,Transitive,Past,--,N/A,No,null
denitrated,--,Transitive,Past,--,N/A,No,null
navigated,--,--,Past,--,N/A,No,null
balk,--,Intransitive,--,--,N/A,No,null
ball,--,Transitive,--,--,N/A,No,null
germinated,--,--,Past,--,N/A,No,null
bale,--,--,--,--,N/A,No,null
redouble,--,tran=np,--,--,N/A,No,null
sceptring,--,Transitive,--,--,N/A,No,null
oversleep,--,--,--,--,N/A,No,null
reinflame,--,--,--,--,N/A,No,null
discomposed,--,Transitive,Past,--,N/A,No,null
outfitting,--,--,--,--,N/A,No,null
heeze,--,Transitive,--,--,N/A,No,null
fulfil,--,Transitive,--,--,N/A,No,null
make,--,Intransitive,--,--,N/A,No,null
spindle,--,Ambitransitive,--,--,N/A,No,null
categorize,--,Transitive,--,--,N/A,No,null
bestead,--,--,--,--,N/A,No,null
despiting,--,--,--,--,N/A,No,null
tiled,--,--,Past,--,N/A,No,null
diphthongising,--,Ambitransitive,--,--,N/A,No,null
rodomontaded,--,--,Past,--,N/A,No,null
waving,--,--,--,--,N/A,No,null
densified,--,Transitive,Past,--,N/A,No,null
postdating,--,Transitive,--,--,N/A,No,null
disploded,--,Ambitransitive,Past,--,N/A,No,null
bake,--,Ambitransitive,--,--,N/A,No,null
conspired,--,--,Past,--,N/A,No,null
crenellated,--,Transitive,Past,--,N/A,No,null
nidify,--,--,--,--,N/A,No,null
regionalized,--,Transitive,Past,--,N/A,No,null
nail down,--,Transitive,--,--,N/A,NotSeperable,null
prewitness,--,Transitive,--,--,N/A,No,null
redenied,--,Transitive,Past,--,N/A,No,null
superaccruing,--,Intransitive,--,--,N/A,No,null
invaginated,--,--,Past,--,N/A,No,null
predicate,--,tran=np+tran=fincomp(t):subj+ditran=np+pphr(of+np)+ditran=np+pphr(on+np)+cplxtran=np,infcomp:objc,--,--,N/A,No,null
recirculating,--,--,--,--,N/A,No,null
bank,--,Ambitransitive,--,--,N/A,No,null
put in,--,Transitive,--,--,N/A,Seperable,null
bang,--,Ambitransitive,--,--,N/A,No,null
band,--,Transitive,--,--,N/A,No,null
ensky,--,Transitive,--,--,N/A,No,null
released,--,--,Past,--,N/A,No,null
treed,--,--,Past,--,N/A,No,null
transship,--,--,--,--,N/A,No,null
mishit,--,--,--,--,N/A,No,null
redecide,--,--,--,--,N/A,No,null
intersperse,--,Transitive,--,--,N/A,No,null
redistrict,--,Transitive,--,--,N/A,No,null
malt,--,tran=np,--,--,N/A,No,null
overraked,--,Transitive,Past,--,N/A,No,null
schmoozed,--,Intransitive,Past,--,N/A,No,null
underspecifying,--,Transitive,--,--,N/A,No,null
misbecome,--,--,--,--,N/A,No,null
capsize,--,tran=np,--,--,N/A,No,null
outweave,--,Transitive,--,--,N/A,No,null
Europeanise,--,Transitive,--,--,N/A,No,null
strangulated,--,Transitive,Past,--,N/A,No,null
intersqueeze,--,Transitive,--,--,N/A,No,null
re-creating,--,Transitive,--,--,N/A,No,null
remember,--,Transitive,--,--,N/A,No,null
warbled,--,--,Past,--,N/A,No,null
preoperating,--,Intransitive,--,--,N/A,No,null
overpaying,--,Transitive,--,--,N/A,No,null
staw,--,Ambitransitive,--,--,N/A,No,null
twinkle,--,tran=pphr(with+np),--,--,N/A,No,null
star,--,Ambitransitive,--,--,N/A,No,null
foozled,--,--,Past,--,N/A,No,null
misrule,--,Transitive,--,--,N/A,No,null
stay,--,Intransitive,--,--,N/A,No,null
hide-out,--,--,--,--,N/A,No,null
stag,--,Ambitransitive,--,--,N/A,No,null
maculed,--,--,Past,--,N/A,No,null
stab,--,Transitive,--,--,N/A,No,null
inspire,--,Transitive,--,--,N/A,No,null
bogey,--,--,--,--,N/A,No,null
legitimize,--,Transitive,--,--,N/A,No,null
progress,--,Intransitive,--,--,N/A,No,null
nickeling,--,--,--,--,N/A,No,null
reshine,--,--,--,--,N/A,No,null
revetted,--,Transitive,Past,--,N/A,No,null
confederated,--,--,Past,--,N/A,No,null
barb,--,Transitive,--,--,N/A,No,null
treat,--,Ambitransitive,--,--,N/A,No,null
clype,--,Intransitive,--,--,N/A,No,null
predestinated,--,--,Past,--,N/A,No,null
embosk,--,Transitive,--,--,N/A,No,null
barr,--,--,--,--,N/A,No,null
devoting,--,--,--,--,N/A,No,null
nominate,--,Intransitive,--,--,N/A,No,null
emboss,--,ditran=np+pphr(with+np)+ditran=np+pphr(on+np),--,--,N/A,No,null
tread,--,Intransitive,--,--,N/A,No,null
unplanning,--,Transitive,--,--,N/A,No,null
imperil,--,Transitive,--,--,N/A,No,null
lap up,--,Transitive,--,--,N/A,NotSeperable,null
bark,--,Intransitive,--,--,N/A,No,null
refuging,--,--,--,--,N/A,No,null
speck,--,Transitive,--,--,N/A,No,null
bare,--,Transitive,--,--,N/A,No,null
predelineate,--,Transitive,--,--,N/A,No,null
palpitating,--,Intransitive,--,--,N/A,No,null
bard,--,Transitive,--,--,N/A,No,null
two-stiming,--,Transitive,--,--,N/A,No,null
countdown,--,--,--,--,N/A,No,null
prigging,--,--,--,--,N/A,No,null
outstaturing,--,Transitive,--,--,N/A,No,null
undercoat,--,Transitive,--,--,N/A,No,null
delabialize,--,Ambitransitive,--,--,N/A,No,null
reweigh,--,tran=np,--,--,N/A,No,null
rack clock,--,Intransitive,--,--,N/A,NotSeperable,null
cartelized,--,Intransitive,Past,--,N/A,No,null
woken,--,--,--,--,N/A,No,null
double-stopped,--,--,Past,--,N/A,No,null
deep-ffroze,--,Transitive,--,--,N/A,No,null
unsensitised,--,Transitive,Past,--,N/A,No,null
carbonado,--,Transitive,--,--,N/A,No,null
invoking,--,Transitive,--,--,N/A,No,null
mast,--,Transitive,--,--,N/A,No,null
outweary,--,Transitive,--,--,N/A,No,null
mass,--,tran=np,--,--,N/A,No,null
prenumber,--,Transitive,--,--,N/A,No,null
unrealising,--,--,--,--,N/A,No,null
rejuvenizing,--,Transitive,--,--,N/A,No,null
speed,--,Ambitransitive,Past,--,N/A,No,null
auction,--,Transitive,--,--,N/A,No,null
admit,--,Intransitive,--,--,N/A,No,null
abnormalized,--,Transitive,Past,--,N/A,No,null
nickelise,--,Transitive,--,--,N/A,No,null
backsplice,--,Transitive,--,--,N/A,No,null
circumvallated,--,--,Past,--,N/A,No,null
mash,--,Transitive,--,--,N/A,No,null
bath,--,tran=np,--,--,N/A,No,null
bate,--,Intransitive,--,--,N/A,No,null
admix,--,Transitive,--,--,N/A,No,null
Anglified,--,Transitive,Past,--,N/A,No,null
mask,--,Transitive,--,--,N/A,No,null
trephine,--,Transitive,--,--,N/A,No,null
unlive,--,Transitive,--,--,N/A,No,null
prepartition,--,Transitive,--,--,N/A,No,null
stew,--,Intransitive,--,--,N/A,No,null
stet,--,--,--,--,N/A,No,null
bromized,--,Transitive,Past,--,N/A,No,null
foreseen,--,--,--,--,N/A,No,null
scribe,--,tran=np,--,--,N/A,No,null
re-leased,--,Transitive,Past,--,N/A,No,null
bask,--,Intransitive,--,--,N/A,No,null
bash,--,Ambitransitive,--,--,N/A,No,null
step,--,Ambitransitive,--,--,N/A,No,null
marl,--,Transitive,--,--,N/A,No,null
mark,--,Transitive,--,--,N/A,No,null
base,--,Transitive,--,--,N/A,No,null
stem,--,Transitive,--,--,N/A,No,null
swabbing,--,--,--,--,N/A,No,null
distrain,--,tran=np+tran=pphr(upon+np),--,--,N/A,No,null
trend,--,Intransitive,--,--,N/A,No,null
agonized,--,--,Past,--,N/A,No,null
buttonholing,--,--,--,--,N/A,No,null
drag hunt,--,--,--,--,N/A,NotSeperable,null
preeducating,--,Transitive,--,--,N/A,No,null
democratized,--,Ambitransitive,Past,--,N/A,No,null
griming,--,--,--,--,N/A,No,null
maul,--,Transitive,--,--,N/A,No,null
reexchange,--,--,--,--,N/A,No,null
overstress,--,Transitive,--,--,N/A,No,null
maun,--,--,--,--,N/A,No,null
recrystallized,--,--,Past,--,N/A,No,null
jawboned,--,--,Past,--,N/A,No,null
invoiced,--,--,Past,--,N/A,No,null
matt,--,--,--,--,N/A,No,null
compartmentalize,--,tran=np,--,--,N/A,No,null
illuming,--,Transitive,--,--,N/A,No,null
sexualizing,--,Transitive,--,--,N/A,No,null
unwish,--,Transitive,--,--,N/A,No,null
overorganize,--,Ambitransitive,--,--,N/A,No,null
bioassaying,--,--,--,--,N/A,No,null
hydrogenated,--,Transitive,Past,--,N/A,No,null
overelated,--,Transitive,Past,--,N/A,No,null
denicotinizing,--,Transitive,--,--,N/A,No,null
disorient,--,Transitive,--,--,N/A,No,null
mate,--,Transitive,--,--,N/A,No,null
tick off,--,Transitive,--,--,N/A,NotSeperable,null
tautomerize,--,Intransitive,--,--,N/A,No,null
replumed,--,Transitive,Past,--,N/A,No,null
reshift,--,--,--,--,N/A,No,null
legitimise,--,Transitive,--,--,N/A,No,null
illumine,--,tran=np,--,--,N/A,No,null
shanghaied,--,Transitive,Past,--,N/A,No,null
mistimed,--,Transitive,Past,--,N/A,No,null
bulletining,--,--,--,--,N/A,No,null
prerefining,--,Transitive,--,--,N/A,No,null
Europeanize,--,Transitive,--,--,N/A,No,null
demasculinising,--,Transitive,--,--,N/A,No,null
unmysticize,--,Transitive,--,--,N/A,No,null
soldier,--,Intransitive,--,--,N/A,No,null
bawl,--,Intransitive,--,--,N/A,No,null
stir,--,Intransitive,--,--,N/A,No,null
grangerising,--,Transitive,--,--,N/A,No,null
escort,--,Transitive,--,--,N/A,No,null
interchased,--,Transitive,Past,--,N/A,No,null
arterialised,--,Transitive,Past,--,N/A,No,null
prereconcile,--,Transitive,--,--,N/A,No,null
resuscitating,--,Transitive,--,--,N/A,No,null
systemize,--,Transitive,--,--,N/A,No,null
lyricising,--,Intransitive,--,--,N/A,No,null
maze,--,tran=np,--,--,N/A,No,null
howl down,--,Transitive,--,--,N/A,NotSeperable,null
exaggerate,--,Transitive,--,--,N/A,No,null
upturn,--,Transitive,--,--,N/A,No,null
spell,--,Transitive,--,--,N/A,No,null
dialogized,--,Intransitive,Past,--,N/A,No,null
relived,--,--,Past,--,N/A,No,null
admeasuring,--,Transitive,--,--,N/A,No,null
remollified,--,Transitive,Past,--,N/A,No,null
sprigged,--,--,Past,--,N/A,No,null
predepriving,--,Transitive,--,--,N/A,No,null
spelt,--,--,--,--,N/A,No,null
enshroud,--,Transitive,--,--,N/A,No,null
preconcluded,--,Transitive,Past,--,N/A,No,null
commence,--,Ambitransitive,--,--,N/A,No,null
flagellating,--,--,--,--,N/A,No,null
pretelling,--,--,--,--,N/A,No,null
unwind,--,Transitive,--,--,N/A,No,null
sojourn,--,Intransitive,--,--,N/A,No,null
spend,--,Ambitransitive,--,--,N/A,No,null
checksum,--,--,--,--,N/A,No,null
overharass,--,Transitive,--,--,N/A,No,null
OK'd,--,--,--,--,N/A,No,null
approbated,--,Transitive,Past,--,N/A,No,null
entrapped,--,Transitive,Past,--,N/A,No,null
degrade,--,Transitive,--,--,N/A,No,null
martyr,--,tran=np,--,--,N/A,No,null
spent,--,--,--,--,N/A,No,null
cross-check,--,Transitive,--,--,N/A,No,null
sloganeer,--,Intransitive,--,--,N/A,No,null
winced,--,--,Past,--,N/A,No,null
nickelize,--,Transitive,--,--,N/A,No,null
unlink,--,Ambitransitive,--,--,N/A,No,null
fabricate,--,Transitive,--,--,N/A,No,null
uproot,--,Transitive,--,--,N/A,No,null
seduce,--,Transitive,--,--,N/A,No,null
betiding,--,--,--,--,N/A,No,null
undersweeping,--,Transitive,--,--,N/A,No,null
orthographised,--,Ambitransitive,Past,--,N/A,No,null
memorialised,--,Transitive,Past,--,N/A,No,null
digitise,--,Transitive,--,--,N/A,No,null
evoking,--,Transitive,--,--,N/A,No,null
platinating,--,--,--,--,N/A,No,null
philosophizing,--,Intransitive,--,--,N/A,No,null
preillustrated,--,Transitive,Past,--,N/A,No,null
acculturated,--,Ambitransitive,Past,--,N/A,No,null
anguish,--,--,--,--,N/A,No,null
overmeddling,--,Intransitive,--,--,N/A,No,null
plebeianized,--,Transitive,Past,--,N/A,No,null
dammed,--,--,Past,--,N/A,No,null
regionalize,--,Transitive,--,--,N/A,No,null
depolarise,--,Transitive,--,--,N/A,No,null
Jesuitise,--,Ambitransitive,--,--,N/A,No,null
rejudge,--,tran=np+tran=whfincomp,--,--,N/A,No,null
pin-curl,--,Transitive,--,--,N/A,No,null
depersonalising,--,Transitive,--,--,N/A,No,null
stot,--,Intransitive,--,--,N/A,No,null
forelock,--,Transitive,--,--,N/A,No,null
planning,--,--,--,--,N/A,No,null
staunch,--,tran=np,--,--,N/A,No,null
stop,--,Ambitransitive,--,--,N/A,No,null
flirt,--,Intransitive,--,--,N/A,No,null
reinquiring,--,--,--,--,N/A,No,null
oscillating,--,--,--,--,N/A,No,null
buy out,--,Transitive,--,--,N/A,Seperable,null
stevedored,--,--,Past,--,N/A,No,null
underplant,--,Transitive,--,--,N/A,No,null
cubing,--,--,--,--,N/A,No,null
intercommon,--,Intransitive,--,--,N/A,No,null
oversecuring,--,Transitive,--,--,N/A,No,null
stow,--,Transitive,--,--,N/A,No,null
dabbing,--,--,--,--,N/A,No,null
lactating,--,Intransitive,--,--,N/A,No,null
liquefying,--,Ambitransitive,--,--,N/A,No,null
obelise,--,Transitive,--,--,N/A,No,null
naturalize,--,Ambitransitive,--,--,N/A,No,null
stump,--,Ambitransitive,--,--,N/A,No,null
typify,--,tran=np,--,--,N/A,No,null
interanimating,--,Transitive,--,--,N/A,No,null
retaped,--,Transitive,Past,--,N/A,No,null
previse,--,Transitive,--,--,N/A,No,null
skinning,--,--,--,--,N/A,No,null
preconfined,--,Transitive,Past,--,N/A,No,null
stung,--,--,--,--,N/A,No,null
stetted,--,--,Past,--,N/A,No,null
stabilising,--,Ambitransitive,--,--,N/A,No,null
precomplicate,--,Transitive,--,--,N/A,No,null
back-pedal,--,--,--,--,N/A,No,null
overharden,--,Transitive,--,--,N/A,No,null
memorialising,--,Transitive,--,--,N/A,No,null
characterize,--,Transitive,--,--,N/A,No,null
stunt,--,Transitive,--,--,N/A,No,null
Mohammedanize,--,Transitive,--,--,N/A,No,null
stunk,--,--,--,--,N/A,No,null
belayed,--,--,Past,--,N/A,No,null
evaporated,--,--,Past,--,N/A,No,null
recultivate,--,Transitive,--,--,N/A,No,null
bale out,--,Ambitransitive,--,--,N/A,NotSeperable,null
stud,--,Transitive,--,--,N/A,No,null
garnish,--,Transitive,--,--,N/A,No,null
prising,--,Transitive,--,--,N/A,No,null
fling,--,Ditransitive,--,--,N/A,No,null
stun,--,tran=np,--,--,N/A,No,null
caddie,--,--,--,--,N/A,No,null
stum,--,--,--,--,N/A,No,null
truncheon,--,Transitive,--,--,N/A,No,null
circumstantiate,--,Transitive,--,--,N/A,No,null
demoralise,--,Transitive,--,--,N/A,No,null
predestined,--,Transitive,Past,--,N/A,No,null
stub,--,Transitive,--,--,N/A,No,null
predeclining,--,Transitive,--,--,N/A,No,null
kindle,--,tran=np+tran=pphr(with+np)+tran=np|seizure|+tran=np|convulsion|,--,--,N/A,No,null
redictate,--,tran=np,--,--,N/A,No,null
overchased,--,--,Past,--,N/A,No,null
fictionizing,--,Transitive,--,--,N/A,No,null
faint,--,Intransitive,--,--,N/A,No,null
slash-saw,--,Transitive,--,--,N/A,No,null
guddled,--,--,Past,--,N/A,No,null
understruck,--,Transitive,--,--,N/A,No,null
plonk,--,tran=np;part(out)+tran=np;part(down)+cplxtran=np,advbl,--,--,N/A,No,null
spoused,--,--,Past,--,N/A,No,null
outhearing,--,Transitive,--,--,N/A,No,null
loose,--,Transitive,--,--,N/A,No,null
flint,--,Transitive,--,--,N/A,No,null
intertraced,--,Transitive,Past,--,N/A,No,null
reaccredit,--,Transitive,--,--,N/A,No,null
preoutline,--,Transitive,--,--,N/A,No,null
overdiluted,--,--,Past,--,N/A,No,null
interosculating,--,Intransitive,--,--,N/A,No,null
reoil,--,tran=np,--,--,N/A,No,null
interentangled,--,Transitive,Past,--,N/A,No,null
humbugged,--,--,Past,--,N/A,No,null
preenumerating,--,Transitive,--,--,N/A,No,null
subsumed,--,Transitive,Past,--,N/A,No,null
expiscating,--,Transitive,--,--,N/A,No,null
ambuscaded,--,--,Past,--,N/A,No,null
preillustrating,--,Transitive,--,--,N/A,No,null
prewelcoming,--,Transitive,--,--,N/A,No,null
quired,--,Transitive,Past,--,N/A,No,null
predestinate,--,Transitive,--,--,N/A,No,null
shamoying,--,--,--,--,N/A,No,null
Gallicised,--,Ambitransitive,Past,--,N/A,No,null
Egyptianizing,--,--,--,--,N/A,No,null
unmerging,--,Transitive,--,--,N/A,No,null
acetylating,--,--,--,--,N/A,No,null
lecturing,--,--,--,--,N/A,No,null
diphthongised,--,Ambitransitive,Past,--,N/A,No,null
reembark,--,--,--,--,N/A,No,null
vouch,--,Intransitive,--,--,N/A,No,null
bifurcating,--,--,--,--,N/A,No,null
betray,--,Transitive,--,--,N/A,No,null
decorate,--,Transitive,--,--,N/A,No,null
stiff-arm,--,Transitive,--,--,N/A,No,null
tries,--,--,--,--,N/A,No,null
slacken,--,tran=np+tran=np;part(up),--,--,N/A,No,null
snaffling,--,--,--,--,N/A,No,null
revalued,--,Transitive,Past,--,N/A,No,null
rub down,--,Transitive,--,--,N/A,NotSeperable,null
tried,--,--,Past,--,N/A,No,null
buddle,--,Transitive,--,--,N/A,No,null
disjoin,--,tran=np,--,--,N/A,No,null
acidulating,--,Transitive,--,--,N/A,No,null
decentralizing,--,Transitive,--,--,N/A,No,null
niggardised,--,Intransitive,Past,--,N/A,No,null
half-volleying,--,Ambitransitive,--,--,N/A,No,null
aestivating,--,Intransitive,--,--,N/A,No,null
digitize,--,Transitive,--,--,N/A,No,null
oxygenated,--,Transitive,Past,--,N/A,No,null
epigrammatising,--,Ambitransitive,--,--,N/A,No,null
overpark,--,--,--,--,N/A,No,null
prederived,--,Transitive,Past,--,N/A,No,null
arterializing,--,Transitive,--,--,N/A,No,null
liaise,--,Intransitive,--,--,N/A,No,null
emmarbling,--,Transitive,--,--,N/A,No,null
reteaching,--,--,--,--,N/A,No,null
understriking,--,Transitive,--,--,N/A,No,null
fatiguing,--,--,--,--,N/A,No,null
devolatilize,--,Ambitransitive,--,--,N/A,No,null
misdated,--,--,Past,--,N/A,No,null
characterise,--,Transitive,--,--,N/A,No,null
premix,--,Transitive,--,--,N/A,No,null
intermeasured,--,Transitive,Past,--,N/A,No,null
superexceed,--,Intransitive,Past,--,N/A,No,null
trivialised,--,Transitive,Past,--,N/A,No,null
